"media_open; media_play; media_pause; media_play; media_end","2022/11/09 15:36:18:910; 2022/11/09 15:36:24:851; 2022/11/09 15:38:35:485; 2022/11/09 15:39:05:777; 2022/11/09 15:41:55:398"
"Multimedia File","v4.mp4"
"Lower Label","Negative Affect"
"Upper Label","Positive Affect"
"Minimum Value",-100
"Maximum Value",100
"Number of Steps",9
"Second","Rating"
"%%%%%%","%%%%%%"
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,-2.92496
34,-36.1715275
35,-30.2851357142857
36,-2.94188684210526
37,-1.37824999999999
38,-1.37824999999999
39,-1.37824999999999
40,-1.37824999999999
41,-1.37824999999999
42,-1.37824999999999
43,-1.37824999999999
44,-1.37824999999999
45,-2.7565025
46,-16.9401476190476
47,-9.01910263157895
48,0.153149999999997
49,0.153149999999997
50,0.153149999999997
51,0.153149999999997
52,0.153149999999997
53,0.153149999999997
54,0.153149999999997
55,0.153149999999997
56,0.153149999999997
57,0.153149999999997
58,0.153149999999997
59,0.153149999999997
60,0.153149999999997
61,0.153149999999997
62,0.153149999999997
63,0.153149999999997
64,0.153149999999997
65,0.153149999999997
66,-0.306270000000003
67,-20.5819325
68,-25.57425
69,-25.57425
70,-25.57425
71,-25.57425
72,-25.57425
73,-25.2679761904762
74,-7.81011666666667
75,1.99079999999999
76,1.68452249999999
77,-1.056655
78,-1.99079999999999
79,-1.99079999999999
80,-1.99079999999999
81,-1.99079999999999
82,-1.99079999999999
83,-1.99079999999999
84,-1.99079999999999
85,-1.99079999999999
86,-1.99079999999999
87,-1.99079999999999
88,-1.99079999999999
89,-1.99079999999999
90,-1.99079999999999
91,-1.99079999999999
92,-1.99079999999999
93,-1.99079999999999
94,-1.99079999999999
95,-1.99079999999999
96,-1.99079999999999
97,-5.7427225
98,-18.7632261904762
99,-19.1424131578947
100,0.4747325
101,5.31152368421053
102,13.338435
103,21.04134
104,22.2052
105,18.7136275
106,3.8438025
107,1.68455
108,1.68455
109,1.68455
110,1.68455
111,1.68455
112,1.68455
113,1.68455
114,1.68455
115,1.68455
116,1.68455
117,1.68455
118,1.68455
119,1.68455
120,1.68455
121,1.68455
122,1.68455
123,1.68455
124,1.68455
125,1.68455
126,1.68455
127,-10.27645
128,-63.85912
129,-55.793769047619
130,-50.2216342105263
131,-29.1851263157895
132,29.3108575
133,42.4349125
134,23.537515
135,-4.37656578947368
136,-83.1087275
137,-83.491585
138,-15.5436475
139,23.8437925
140,20.2756475
141,0.394944736842104
142,-0.459400000000002
143,-0.459400000000002
144,-0.459400000000002
145,-0.459400000000002
146,-0.459400000000002
147,-0.459400000000002
148,-0.459400000000002
149,-0.459400000000002
150,-0.459400000000002
151,-0.459400000000002
152,-0.459400000000002
153,-0.459400000000002
154,-0.459400000000002
155,-0.459400000000002
156,-0.459400000000002
157,-0.459400000000002
158,-0.459400000000002
159,-0.459400000000002
160,-0.459400000000002
161,-0.459400000000002
162,-0.459400000000002
163,-0.459400000000002
164,-0.459400000000002
165,-0.459400000000002
166,-0.459400000000002
167,-0.459400000000002
