"media_open; media_play; media_end","2022/11/03 13:17:23:257; 2022/11/03 13:17:30:788; 2022/11/03 13:22:30:957"
"Multimedia File","v3.mp4"
"Lower Label","Highly Disengaged"
"Upper Label","Highly Engaged"
"Minimum Value",-100
"Maximum Value",100
"Number of Steps",9
"Second","Rating"
"%%%%%%","%%%%%%"
1,0
2,16.6680105263158
3,32.3124
4,32.3124
5,32.3124
6,32.3124
7,32.3124
8,32.3124
9,32.3124
10,29.3463289473684
11,17.9011631578947
12,17.611
13,17.611
14,17.611
15,17.611
16,17.611
17,17.611
18,17.611
19,17.611
20,17.611
21,17.611
22,17.611
23,17.611
24,16.1441026315789
25,11.3726184210526
26,5.66615
27,5.66615
28,5.66615
29,5.66615
30,5.66615
31,5.66615
32,5.66615
33,5.66615
34,5.66615
35,5.76286842105263
36,18.6588236842105
37,28.9916894736842
38,32.3124
39,32.3124
40,32.3124
41,32.3124
42,32.3124
43,32.3124
44,32.3124
45,32.3124
46,32.3124
47,32.3124
48,32.3124
49,32.3124
50,32.3124
51,32.3124
52,32.3124
53,32.3124
54,32.3124
55,32.3124
56,32.3124
57,32.3124
58,27.9439
59,18.83615
60,18.83615
61,18.83615
62,18.83615
63,18.83615
64,18.83615
65,18.83615
66,18.83615
67,18.83615
68,18.83615
69,18.83615
70,18.83615
71,18.83615
72,18.83615
73,18.83615
74,18.83615
75,18.83615
76,18.83615
77,29.6364947368421
78,43.03215
79,43.03215
80,43.03215
81,43.03215
82,43.03215
83,43.03215
84,43.03215
85,43.03215
86,43.03215
87,43.03215
88,43.03215
89,43.03215
90,43.03215
91,24.0428763157895
92,6.77842894736842
93,5.63391052631579
94,4.39268421052632
95,-20.8511368421053
96,-34.6401375
97,-37.740325
98,-37.8254
99,-37.8254
100,-37.8254
101,-25.3324763157895
102,1.53944473684211
103,19.1585210526316
104,19.1424
105,19.1424
106,18.9328421052632
107,9.43822105263158
108,9.3415
109,9.3415
110,9.3415
111,9.3415
112,9.3415
113,9.3415
114,9.3415
115,9.3415
116,9.3415
117,9.3415
118,9.3415
119,9.3415
120,9.3415
121,9.3415
122,9.3415
123,9.3415
124,9.3415
125,9.3415
126,9.3415
127,9.3415
128,9.3415
129,9.3415
130,9.3415
131,9.3415
132,9.3415
133,9.3415
134,9.3415
135,9.3415
136,9.3415
137,9.3415
138,9.3415
139,9.3415
140,9.3415
141,9.3415
142,9.3415
143,9.3415
144,9.3415
145,9.3415
146,9.3415
147,9.3415
148,9.3415
149,9.3415
150,9.3415
151,9.3415
152,9.3415
153,15.4509605263158
154,16.6922
155,16.6922
156,16.6922
157,16.6922
158,16.6922
159,16.6922
160,16.6922
161,16.6922
162,16.6922
163,16.6922
164,16.6922
165,16.6922
166,16.6922
167,16.6922
168,16.6922
169,16.6922
170,16.6922
171,16.6922
172,16.6922
173,16.6922
174,16.6922
175,16.6922
176,16.6922
177,16.6922
178,12.6299710526316
179,10.8729
180,10.8729
181,12.0980125
182,37.3659944444445
183,41.80705
184,41.80705
185,41.80705
186,41.80705
187,41.80705
188,41.80705
189,41.80705
190,41.80705
191,41.80705
192,41.80705
193,41.80705
194,41.80705
195,41.80705
196,41.80705
197,41.80705
198,41.80705
199,41.80705
200,41.80705
201,41.80705
202,41.80705
203,41.80705
204,41.80705
205,41.80705
206,41.80705
207,41.80705
208,44.5474368421053
209,59.831535
210,61.71515
211,61.71515
212,61.71515
213,61.71515
214,61.71515
215,61.71515
216,61.71515
217,61.71515
218,61.71515
219,62.63399
220,68.3565789473684
221,72.0157947368421
222,73.35375
223,73.35375
224,73.35375
225,73.35375
226,73.35375
227,73.35375
228,73.35375
229,77.4885125
230,82.9612289473684
231,85.5243105263158
232,85.3631
233,87.7327289473684
234,87.74885
235,87.74885
236,87.74885
237,87.74885
238,87.74885
239,87.74885
240,79.7211236842105
241,71.2098
242,71.2098
243,71.2098
244,71.2098
245,71.2098
246,71.2098
247,71.2098
248,71.2098
249,71.2098
250,72.8217947368421
251,86.4915026315789
252,88.6677
253,88.6677
254,88.6677
255,88.6677
256,88.6677
257,88.6677
258,88.6677
259,88.6677
260,88.6677
261,88.6677
262,88.6677
263,88.6677
264,88.6677
265,88.6677
266,88.6677
267,88.6677
268,88.6677
269,88.6677
270,88.6677
271,88.6677
272,88.6677
273,88.6677
274,88.6677
275,88.6677
276,88.6677
277,88.6677
278,88.6677
279,88.6677
280,88.6677
281,88.6677
282,88.6677
283,88.6677
284,88.6677
285,88.6677
286,88.6677
287,88.6677
288,88.6677
289,91.9722605263158
290,94.931085
291,95.09955
292,95.09955
293,95.09955
294,95.09955
295,95.09955
296,95.09955
297,95.09955
298,95.09955
299,95.09955
300,95.09955
