"media_open; media_play; media_end","2022/11/10 10:40:38:356; 2022/11/10 10:40:44:600; 2022/11/10 10:45:44:915"
"Multimedia File","v5.mp4"
"Lower Label","Negative Affect"
"Upper Label","Positive Affect"
"Minimum Value",-100
"Maximum Value",100
"Number of Steps",9
"Second","Rating"
"%%%%%%","%%%%%%"
1,0
2,0
3,0
4,0
5,36.61562
6,8.26952222222222
7,42.0166026315789
8,59.442247368421
9,54.5022975
10,54.67075
11,54.67075
12,54.67075
13,62.2664625
14,82.5421210526316
15,82.8484
16,82.8484
17,82.8484
18,82.8484
19,82.8484
20,82.8484
21,82.8484
22,82.8484
23,82.8484
24,82.8484
25,82.8484
26,63.3432736842105
27,29.2012552631579
28,28.2179394736842
29,74.7723
30,86.3141710526316
31,86.21745
32,86.21745
33,86.21745
34,86.21745
35,86.21745
36,86.21745
37,86.21745
38,86.21745
39,86.21745
40,86.21745
41,54.5740315789474
42,42.0488263157895
43,42.1133
44,42.1133
45,42.1133
46,42.1133
47,42.1133
48,42.1133
49,42.1133
50,42.1133
51,42.1133
52,42.1133
53,42.1133
54,42.1133
55,42.1133
56,42.1133
57,43.0966210526316
58,94.7126605263158
59,100
60,100
61,100
62,100
63,100
64,100
65,100
66,100
67,100
68,100
69,100
70,100
71,100
72,100
73,100
74,100
75,100
76,100
77,100
78,100
79,100
80,100
81,100
82,100
83,100
84,100
85,100
86,100
87,100
88,100
89,100
90,100
91,100
92,100
93,100
94,100
95,100
96,100
97,100
98,100
99,100
100,100
101,100
102,100
103,100
104,100
105,100
106,100
107,100
108,100
109,100
110,100
111,100
112,100
113,100
114,84.3797894736842
115,64.9875157894737
116,65.08425
117,65.08425
118,65.08425
119,68.8724263157895
120,94.1645763157895
121,93.26185
122,93.26185
123,93.26185
124,93.26185
125,93.26185
126,93.26185
127,93.26185
128,93.26185
129,93.26185
130,93.26185
131,93.26185
132,93.26185
133,93.26185
134,93.26185
135,93.26185
136,93.26185
137,93.26185
138,93.26185
139,93.26185
140,93.26185
141,93.26185
142,83.3319868421053
143,75.1430684210526
144,77.94795
145,77.94795
146,77.94795
147,77.94795
148,77.94795
149,77.94795
150,77.94795
151,77.94795
152,77.94795
153,77.94795
154,77.94795
155,77.94795
156,77.94795
157,77.6577868421053
158,77.0291
159,77.0291
160,77.0291
161,77.0291
162,77.0291
163,77.0291
164,77.0291
165,77.0291
166,77.0291
167,68.0341736842105
168,46.1916631578947
169,70.9841236842105
170,62.4083131578947
171,54.36445
172,54.36445
173,54.36445
174,54.36445
175,54.36445
176,54.36445
177,54.36445
178,54.36445
179,54.36445
180,54.36445
181,54.36445
182,54.36445
183,54.36445
184,54.36445
185,54.36445
186,54.36445
187,54.36445
188,54.36445
189,54.6384921052632
190,65.3421473684211
191,68.4533
192,68.4533
193,68.4533
194,68.4533
195,68.4533
196,68.4533
197,68.4533
198,68.4533
199,68.4533
200,68.4533
201,68.4533
202,68.4533
203,68.4533
204,68.4533
205,68.4533
206,68.4533
207,68.4533
208,68.4533
209,68.4533
210,68.4533
211,68.4210605263158
212,63.4077552631579
213,57.4433710526315
214,57.42725
215,57.42725
216,57.42725
217,57.42725
218,57.42725
219,57.42725
220,57.42725
221,57.42725
222,57.42725
223,57.42725
224,57.42725
225,57.42725
226,57.42725
227,56.1860157894737
228,44.2572805555556
229,46.3045
230,47.32005
231,47.32005
232,62.9062444444444
233,79.4180775
234,80.70445
235,80.70445
236,80.70445
237,80.70445
238,80.70445
239,80.70445
240,80.70445
241,80.70445
242,80.70445
243,80.70445
244,80.70445
245,80.70445
246,80.70445
247,80.70445
248,80.70445
249,80.70445
250,80.70445
251,80.70445
252,80.70445
253,80.70445
254,80.70445
255,80.70445
256,80.70445
257,80.70445
258,80.70445
259,80.70445
260,80.70445
261,80.70445
262,80.70445
263,80.70445
264,80.70445
265,80.70445
266,80.70445
267,80.70445
268,80.70445
269,80.70445
270,80.70445
271,80.70445
272,80.70445
273,80.70445
274,80.70445
275,80.70445
276,80.70445
277,80.5819375
278,25.6548657894737
279,13.1457973684211
280,27.7021184210526
281,28.3308
282,28.3308
283,28.3308
284,19.1424236842105
285,2.73231052631579
286,2.60335000000001
287,2.60335000000001
288,2.60335000000001
289,2.60335000000001
290,10.2442105263158
291,36.0844447368421
292,36.294
293,36.294
294,36.294
295,41.3879105263158
296,45.1761
297,45.1761
298,45.1761
299,45.1761
300,45.1761
