"media_open; media_play; media_end","2022/11/10 12:19:11:332; 2022/11/10 12:19:19:558; 2022/11/10 12:24:19:782"
"Multimedia File","v3.mp4"
"Lower Label","Negative Affect"
"Upper Label","Positive Affect"
"Minimum Value",-100
"Maximum Value",100
"Number of Steps",9
"Second","Rating"
"%%%%%%","%%%%%%"
1,-0.765699999999995
2,-8.0358
3,-13.32315
4,-13.32315
5,-13.32315
6,-13.32315
7,-13.32315
8,-11.08731
9,12.1490472222222
10,14.8545
11,14.8545
12,14.8545
13,14.8545
14,14.8545
15,14.8545
16,14.8545
17,14.8545
18,14.8545
19,14.8545
20,14.8545
21,14.8545
22,14.8545
23,14.8545
24,14.8545
25,14.8545
26,14.8545
27,14.8545
28,14.8545
29,14.8545
30,14.8545
31,30.1845684210526
32,36.6003
33,36.6003
34,36.6003
35,36.6003
36,36.6003
37,36.6003
38,36.6003
39,36.6003
40,20.9800947368421
41,32.3929921052631
42,34.45635
43,34.45635
44,34.45635
45,34.45635
46,34.45635
47,34.45635
48,34.45635
49,34.45635
50,34.45635
51,34.45635
52,34.45635
53,34.45635
54,34.45635
55,34.45635
56,34.45635
57,34.45635
58,34.45635
59,34.45635
60,34.45635
61,34.45635
62,34.45635
63,34.45635
64,34.45635
65,34.45635
66,34.45635
67,34.45635
68,34.45635
69,34.45635
70,34.45635
71,34.45635
72,34.45635
73,39.4535315789474
74,60.8769210526316
75,62.3277
76,62.3277
77,62.3277
78,62.3277
79,62.3277
80,62.3277
81,62.3277
82,53.8325105263158
83,20.3191710526316
84,16.3859
85,16.3859
86,16.3859
87,16.3859
88,16.3859
89,12.2052
90,-9.30746944444445
91,-12.098
92,-12.098
93,-12.098
94,-11.1952842105263
95,11.0824552631579
96,17.9173
97,17.9173
98,17.9173
99,17.9173
100,17.9173
101,17.9173
102,17.9173
103,17.9173
104,17.9173
105,17.9173
106,17.9173
107,17.9173
108,17.9173
109,17.9173
110,17.9173
111,17.9173
112,17.9173
113,17.9173
114,17.9173
115,17.9173
116,17.9173
117,14.5804763157895
118,-21.2380184210526
119,-23.12405
120,-23.12405
121,-23.12405
122,-23.12405
123,-23.12405
124,-30.5553421052632
125,-40.58195
126,-40.58195
127,-36.4318675
128,-10.7923
129,9.09970789473685
130,10.8729
131,10.8729
132,-7.97131578947369
133,-16.6922
134,-16.6922
135,-16.6922
136,-16.6922
137,-16.6922
138,-15.9506842105263
139,-3.26428684210526
140,5.00254444444444
141,8.59998947368421
142,5.4517625
143,4.44105
144,4.44105
145,4.44105
146,4.44105
147,4.44105
148,4.44105
149,5.58556315789474
150,18.9167447368421
151,20.36755
152,20.36755
153,20.36755
154,20.36755
155,20.36755
156,20.36755
157,20.36755
158,20.36755
159,20.36755
160,20.36755
161,20.36755
162,20.36755
163,20.36755
164,20.36755
165,20.36755
166,20.36755
167,20.36755
168,20.36755
169,20.36755
170,20.36755
171,20.36755
172,20.36755
173,20.36755
174,20.36755
175,20.36755
176,20.36755
177,20.36755
178,20.36755
179,20.36755
180,20.36755
181,20.36755
182,20.36755
183,20.36755
184,20.36755
185,20.36755
186,20.36755
187,20.36755
188,20.36755
189,20.36755
190,20.36755
191,20.36755
192,20.36755
193,20.36755
194,20.36755
195,20.36755
196,20.36755
197,20.36755
198,20.36755
199,20.36755
200,20.36755
201,20.36755
202,20.36755
203,20.36755
204,20.36755
205,20.36755
206,20.36755
207,20.36755
208,20.36755
209,20.36755
210,20.36755
211,20.36755
212,20.36755
213,20.36755
214,20.36755
215,20.36755
216,20.36755
217,20.36755
218,20.36755
219,20.36755
220,20.36755
221,20.36755
222,20.36755
223,20.36755
224,36.4391026315789
225,41.80705
226,41.80705
227,30.2168105263158
228,12.936252631579
229,12.4043
230,12.4043
231,12.4043
232,12.4043
233,12.4043
234,12.4043
235,12.4043
236,12.4043
237,12.4043
238,12.4043
239,12.4043
240,12.4043
241,12.4043
242,12.4043
243,12.4043
244,12.4043
245,12.4043
246,12.4043
247,12.4043
248,12.4043
249,12.4043
250,12.4043
251,12.4043
252,12.4043
253,12.4043
254,12.4043
255,12.4043
256,12.4043
257,12.4043
258,12.4043
259,12.4043
260,12.4043
261,12.4043
262,12.4043
263,12.4043
264,12.4043
265,12.4043
266,12.4043
267,12.4043
268,12.4043
269,12.4043
270,12.4043
271,12.4043
272,12.4043
273,12.4043
274,12.4043
275,12.4043
276,12.4043
277,12.4043
278,12.4043
279,12.4043
280,12.4043
281,12.4043
282,12.4043
283,12.6944578947368
284,16.2408210526316
285,17.4820447368421
286,17.611
287,17.611
288,17.611
289,17.611
290,17.611
291,17.611
292,17.611
293,17.611
294,17.611
295,17.611
296,20.6576789473684
297,30.6198
298,30.781
299,30.781
300,30.781
