,LR,knn,rbf svm,random forest,boosted trees,adaboost,title
0,0.5078716387082104,0.49240951499582775,0.2452543584938229,0.3165514709147571,0.53656896519526,0.49659076949632186,Face- Head Pose and P4 Body Keypoints
1,0.5078716387082104,0.49240951499582775,0.2452543584938229,0.3087635810371296,0.5306452394781468,0.49659076949632186,Eye- Head Pose and P2 Body Keypoints
2, 0.2490185981332071, 0.390647820491639, 0.34348672639345434, 0.3006007882951931, 0.3814142500851623, -, Euclidian Distance
