,LR,knn,rbf svm,random forest,boosted trees,title
0,0.330722155381792,0.5560855133352827,0.3941585322140477,0.29118402274233,0.477004456235238,AU Intensity
1,0.33634236814707236,0.4572959485328909,0.3393521499768051,0.30191498528469285,0.4183834255742736,3D Eye Landmark
2,0.36518714999120166,0.5767729889425323,0.39074479002939144,0.3224376231587918,0.4959594800623397,3D Face Landmark
3,0.2944016748141194,0.3840302881686248,0.3851425223957229,0.30515076315343453,0.3850433582333787,Gaze Directions
4,0.2870898780598047,0.5550437504551795,0.5847066954530208,0.31360712100463967,0.49572519131379417,Head Pose
5,0.379285707186777,0.5759642247746993,0.3908695684741392,0.3106702154630609,0.4874080674406141,3D Face and Head Pose
6,0.4184304045762094,0.5756319315823919,0.33792619363014487,0.29982430916671926,0.4841937379942263,All OpenFace Fts
