,LR,knn,rbf svm,random forest,boosted trees,title
0,0.31757904276020676,0.6089966997664219,0.47882777615399696,0.29531927660427965,0.5222279268609116,AU Intensity
1,0.39958862732268136,0.5958614152695014,0.5150963279135341,0.4267274389626672,0.5253203884859241,3D Eye Landmark
2,0.46785008811349865,0.6860906095367372,0.5635451750201551,0.4176021662265054,0.5990756909866476,3D Face Landmark
3,0.2938544530321934,0.4957886942657482,0.4671916485695186,0.37496999347364657,0.452016396186539,Gaze Directions
4,0.37054849012500046,0.6880289684098725,0.6588424923723195,0.4541997536792833,0.5849329928746423,Head Pose
5,0.4713624204980268,0.6912588075084892,0.5526112524939492,0.4524264993771402,0.5963698893251856,3D Face and Head Pose
6,0.5160690674953149,0.6840276249203173,0.35369069826374616,0.4268523080950408,0.6176566509209426,All OpenFace Fts
