,LR,knn,rbf svm,random forest,boosted trees,mlp,title
0,0.36310282890897827,0.4916021225057563,0.3699297404526434,0.2669847650721623,0.5103689638135258,0.5109949496086666,P1
1,0.33179975620649715,0.46128081783874375,0.3632990125072191,0.26412341748483675,0.4587968465272302,0.47485867260483255,P2
2,0.3490858812771733,0.4634883127050495,0.38758246176920425,0.2966687985609443,0.46474381688404287,0.4881642899835557,P3
3,0.3671882948892532,0.5173223041302455,0.46132587798310315,0.28118251285113505,0.5243202059530788,0.5352790767147239,P4
4,0.47444180845167244,0.43920613209479276,0.324423342007113,0.2561172172291091,0.5165184635512642,0.5023394137169382,All Features
