,LR,knn,rbf svm,random forest,boosted trees,adaboost,title
0,0.507907754934932,0.4947664906496265,0.2452543584938229,0.30020188343268106,0.5259578333762416,0.5485177296128293,Face- Head Pose and P4 Pose
