"media_open; media_play; media_end","2022/11/10 17:31:10:609; 2022/11/10 17:31:16:973; 2022/11/10 17:36:17:071"
"Multimedia File","v1.mp4"
"Lower Label","Highly Disengaged"
"Upper Label","Highly Engaged"
"Minimum Value",-100
"Maximum Value",100
"Number of Steps",9
"Second","Rating"
"%%%%%%","%%%%%%"
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,1.89408947368421
10,7.04441
11,13.5004421052632
12,20.2224447368421
13,24.059
14,24.6554421052632
15,27.8633
16,31.316995
17,35.9367
18,63.9558315789474
19,70.93413
20,70.9035
21,70.9035
22,70.9035
23,70.9035
24,70.9035
25,70.9035
26,70.9035
27,70.9035
28,70.9035
29,70.9035
30,73.3078025
31,76.7066815789474
32,78.4798789473684
33,86.3786552631579
34,94.0678684210526
35,97.5013921052631
36,97.54975
37,97.54975
38,97.54975
39,97.54975
40,97.54975
41,97.54975
42,97.54975
43,97.54975
44,97.54975
45,97.54975
46,97.54975
47,97.54975
48,97.54975
49,97.54975
50,97.54975
51,97.54975
52,97.54975
53,97.54975
54,97.54975
55,92.6952425
56,75.417102631579
57,67.2120552631579
58,64.5038921052631
59,67.5022078947368
60,68.75955
61,68.75955
62,68.75955
63,68.75955
64,68.75955
65,68.75955
66,68.75955
67,73.43435
68,80.4787657894737
69,86.2819421052631
70,88.8820725
71,90.1829789473684
72,90.1991
73,90.1991
74,90.1991
75,90.1991
76,90.1991
77,90.1991
78,90.1991
79,90.1991
80,90.1991
81,90.1991
82,90.1991
83,90.1991
84,90.1991
85,90.1991
86,90.1991
87,90.1991
88,90.1991
89,90.1991
90,90.1991
91,90.1991
92,90.1991
93,90.1991
94,90.1991
95,89.15774
96,85.4920657894737
97,84.7505342105263
98,84.68605
99,84.68605
100,84.68605
101,84.68605
102,84.68605
103,84.68605
104,84.68605
105,84.68605
106,84.68605
107,84.68605
108,84.68605
109,84.68605
110,84.68605
111,84.68605
112,84.68605
113,84.68605
114,84.68605
115,84.68605
116,84.68605
117,84.68605
118,84.68605
119,84.68605
120,84.68605
121,84.68605
122,84.68605
123,84.68605
124,84.68605
125,84.68605
126,84.68605
127,84.68605
128,84.68605
129,84.68605
130,84.68605
131,84.68605
132,84.68605
133,84.68605
134,84.68605
135,84.68605
136,84.68605
137,84.68605
138,84.68605
139,84.68605
140,84.68605
141,84.68605
142,84.68605
143,84.68605
144,84.68605
145,84.68605
146,84.68605
147,84.68605
148,84.68605
149,84.68605
150,84.68605
151,84.68605
152,84.68605
153,84.68605
154,84.68605
155,84.68605
156,84.68605
157,84.68605
158,84.68605
159,84.68605
160,84.68605
161,84.68605
162,84.68605
163,85.5242973684211
164,86.652697368421
165,87.19753
166,87.44255
167,87.44255
168,87.44255
169,87.44255
170,87.44255
171,87.44255
172,87.44255
173,87.44255
174,87.44255
175,87.44255
176,87.44255
177,87.44255
178,87.44255
179,87.44255
180,87.44255
181,87.44255
182,87.44255
183,87.44255
184,87.44255
185,87.44255
186,87.44255
187,89.8928
188,92.9394605263158
189,93.26185
190,93.26185
191,93.26185
192,93.26185
193,93.26185
194,93.26185
195,93.26185
196,93.26185
197,93.26185
198,93.26185
199,93.26185
200,93.26185
201,93.26185
202,93.26185
203,93.26185
204,93.26185
205,93.26185
206,93.26185
207,93.26185
208,93.26185
209,93.26185
210,93.26185
211,93.26185
212,93.26185
213,93.26185
214,93.26185
215,93.26185
216,93.26185
217,93.26185
218,93.26185
219,93.26185
220,93.26185
221,93.26185
222,93.26185
223,93.26185
224,93.26185
225,93.26185
226,93.26185
227,93.26185
228,93.26185
229,93.26185
230,93.26185
231,93.26185
232,93.26185
233,93.26185
234,92.9072157894737
235,92.6493
236,92.6493
237,92.6493
238,91.5047921052632
239,88.6999184210526
240,86.5559710526316
241,85.9112
242,85.7016263157895
243,85.4759315789474
244,84.8633842105263
245,83.0901921052632
246,82.8161578947368
247,80.2853289473684
248,78.744255
249,77.8288138888889
250,77.33535
251,77.33535
252,77.33535
253,77.33535
254,77.33535
255,77.33535
256,77.33535
257,77.33535
258,77.33535
259,77.33535
260,77.33535
261,76.3842894736842
262,74.5949842105263
263,74.2726
264,74.2726
265,72.3865578947369
266,70.2426078947368
267,69.9847
268,69.9847
269,69.9847
270,69.9847
271,69.9847
272,69.9847
273,69.9847
274,69.9847
275,69.9847
276,69.9847
277,69.9847
278,69.9847
279,69.9847
280,69.9847
281,69.9847
282,69.9847
283,69.9847
284,69.9847
285,69.9847
286,69.9847
287,69.9847
288,69.9847
289,69.9847
290,69.9847
291,69.9847
292,69.9847
293,69.9847
294,69.9847
295,69.9847
296,69.9847
297,69.9847
298,69.9847
299,69.9847
300,69.9847
