"media_open; media_play; media_pause; media_play; media_end","2022/10/06 15:52:09:274; 2022/10/06 15:54:19:774; 2022/10/06 15:54:46:090; 2022/10/06 16:00:52:533; 2022/10/06 16:05:26:424"
"Multimedia File","v0.mp4"
"Lower Label","Highly Disengaged"
"Upper Label","Highly Engaged"
"Minimum Value",-100
"Maximum Value",100
"Number of Steps",9
"Second","Rating"
"%%%%%%","%%%%%%"
1,-0.459400000000002
2,-0.459400000000002
3,-0.459400000000002
4,-0.459400000000002
5,-0.459400000000002
6,7.28944
7,33.5052578947368
8,34.15005
9,34.15005
10,34.15005
11,34.15005
12,34.15005
13,34.15005
14,34.15005
15,34.15005
16,34.15005
17,34.15005
18,34.15005
19,34.15005
20,34.15005
21,34.15005
22,34.15005
23,34.15005
24,34.15005
25,34.15005
26,34.15005
27,34.15005
28,34.15005
29,34.15005
30,34.15005
31,34.15005
32,34.15005
33,34.15005
34,34.15005
35,34.15005
36,34.15005
37,34.15005
38,34.15005
39,34.15005
40,34.15005
41,34.15005
42,34.15005
43,34.15005
44,34.15005
45,33.9566184210526
46,32.6670447368421
47,30.4900325
48,29.5559
49,29.5559
50,29.5559
51,29.5559
52,30.5553342105263
53,42.3551210526316
54,43.03215
55,43.03215
56,43.03215
57,43.03215
58,45.0471552631579
59,47.7714078947368
60,47.9326
61,47.9326
62,47.9326
63,47.9326
64,47.9326
65,47.9326
66,47.9326
67,47.9326
68,47.9326
69,46.8525684210526
70,35.084205
71,34.15005
72,42.1778
73,45.1761
74,45.1761
75,45.1761
76,39.5180078947369
77,32.9402775
78,42.7097789473684
79,42.7259
80,42.7259
81,42.7259
82,36.5197105263158
83,31.6147527777778
84,44.25725
85,47.2689972222222
86,29.4430552631579
87,39.260097368421
88,51.3017
89,51.3017
90,51.3017
91,51.3017
92,51.3017
93,51.3017
94,51.3017
95,47.0138
96,44.4829657894737
97,43.951
98,43.951
99,43.951
100,43.951
101,43.951
102,43.951
103,43.951
104,43.951
105,43.951
106,43.951
107,43.951
108,43.951
109,43.951
110,44.2062361111111
111,44.86985
112,44.86985
113,44.86985
114,44.86985
115,44.86985
116,44.86985
117,44.86985
118,44.86985
119,44.86985
120,44.86985
121,44.86985
122,44.86985
123,41.2912184210526
124,39.05055
125,39.05055
126,39.05055
127,39.05055
128,39.05055
129,39.05055
130,39.05055
131,39.05055
132,39.05055
133,39.05055
134,39.05055
135,39.05055
136,39.05055
137,39.05055
138,39.05055
139,39.05055
140,39.05055
141,37.8093157894737
142,36.9066
143,36.9066
144,36.9066
145,36.9066
146,36.9066
147,36.9066
148,38.3412684210526
149,40.27565
150,40.27565
151,40.27565
152,42.5386972222222
153,44.25725
154,44.25725
155,44.25725
156,44.25725
157,44.25725
158,44.25725
159,44.25725
160,44.25725
161,44.25725
162,44.25725
163,44.25725
164,44.8358166666667
165,45.0793894736842
166,46.0788157894737
167,48.3839657894737
168,51.056675
169,51.3017
170,51.3017
171,51.3017
172,51.3017
173,51.3017
174,51.3017
175,51.3017
176,51.3017
177,51.3017
178,51.3017
179,51.3017
180,51.3017
181,51.3017
182,51.3017
183,51.3017
184,51.3017
185,51.3017
186,51.3017
187,51.3017
188,51.3017
189,51.3017
190,51.3017
191,51.3017
192,51.4718555555555
193,55.0092763157895
194,57.121
195,57.121
196,57.121
197,57.121
198,57.121
199,57.121
200,57.121
201,57.121
202,57.121
203,57.121
204,57.121
205,57.121
206,57.121
207,57.121
208,57.121
209,57.121
210,57.121
211,57.121
212,57.121
213,57.121
214,57.121
215,57.121
216,57.121
217,47.6263236842105
218,46.4012
219,46.4012
220,46.4012
221,46.4012
222,46.4012
223,46.4012
224,46.4012
225,46.4012
226,49.3449
227,56.5084
228,56.5084
229,56.5084
230,56.5084
231,56.5084
232,56.5084
233,56.5084
234,56.5084
235,56.5084
236,56.5084
237,56.5084
238,56.5084
239,56.5084
240,56.7663210526316
241,60.7801815789473
242,60.7963
243,60.7963
244,60.7963
245,60.7963
246,75.0785736842105
247,78.2542
248,79.1408026315789
249,80.70445
250,80.70445
251,80.70445
252,80.70445
253,80.70445
254,80.70445
255,80.8817684210526
256,82.6871973684211
257,82.8484
258,82.8484
259,82.8484
260,82.8484
261,82.8484
262,82.8484
263,82.8484
264,82.8484
265,82.8484
266,82.8484
267,82.7516815789474
268,81.6233
269,81.5265763157895
270,80.39815
271,79.7694973684211
272,78.9312684210526
273,77.94795
274,76.9678525
275,76.2123611111111
276,74.88515
277,74.4821552631579
278,74.2726
279,74.2726
280,74.2726
281,74.2726
282,74.2726
283,74.2564789473684
284,73.04745
285,72.9668578947368
286,72.7412
287,72.7412
288,72.7412
289,72.7412
290,74.4337868421052
291,76.2875684210527
292,77.33535
293,77.33535
294,77.33535
295,78.6249710526316
296,81.0913368421052
297,82.1713631578947
298,83.15465
299,83.8800578947368
300,84.0735
