"media_open; media_play; media_end","2022/11/10 17:02:16:057; 2022/11/10 17:02:24:256; 2022/11/10 17:07:24:428"
"Multimedia File","v6.mp4"
"Lower Label","Negative Affect"
"Upper Label","Positive Affect"
"Minimum Value",-100
"Maximum Value",100
"Number of Steps",9
"Second","Rating"
"%%%%%%","%%%%%%"
1,0
2,0
3,0
4,0
5,0
6,0
7,3.52986
8,38.180052631579
9,54.2113325
10,57.42725
11,57.42725
12,57.42725
13,59.6034421052632
14,63.8591
15,63.8591
16,63.8591
17,63.8591
18,63.8591
19,63.8591
20,63.8591
21,63.8591
22,63.8591
23,63.8591
24,63.8591
25,63.8591
26,63.8591
27,63.8591
28,63.8591
29,63.8591
30,63.8591
31,63.8591
32,63.8591
33,63.8591
34,63.8591
35,63.8591
36,63.8591
37,63.8591
38,63.8591
39,63.8591
40,63.8591
41,63.8591
42,63.8591
43,63.8591
44,63.8591
45,63.8591
46,63.8591
47,63.8591
48,63.8591
49,63.8591
50,63.8591
51,63.8591
52,63.8591
53,63.8591
54,63.8591
55,63.8591
56,63.8591
57,63.8591
58,63.8591
59,63.8591
60,63.8591
61,63.8591
62,63.8591
63,63.8591
64,63.8591
65,63.8591
66,63.8591
67,63.8591
68,63.8591
69,63.8591
70,63.8591
71,63.8591
72,63.8591
73,63.8591
74,63.8591
75,63.8591
76,63.8591
77,63.8591
78,63.8591
79,63.8591
80,63.8591
81,63.8591
82,63.8591
83,63.8591
84,63.8591
85,63.8591
86,63.8591
87,63.8591
88,63.8591
89,61.454815
90,44.5635595238095
91,43.33845
92,43.33845
93,43.33845
94,43.33845
95,43.33845
96,43.33845
97,43.33845
98,43.33845
99,43.33845
100,43.33845
101,43.33845
102,43.33845
103,53.9816225
104,65.8346075
105,65.4196738095238
106,64.77795
107,64.77795
108,64.77795
109,64.77795
110,64.77795
111,64.77795
112,64.77795
113,64.77795
114,64.77795
115,64.77795
116,64.77795
117,64.77795
118,64.77795
119,64.77795
120,64.77795
121,64.77795
122,64.77795
123,64.77795
124,64.77795
125,64.77795
126,68.5451875
127,69.37215
128,69.37215
129,69.37215
130,69.37215
131,69.37215
132,69.37215
133,63.0861357142857
134,34.3273921052632
135,25.88055
136,25.88055
137,25.88055
138,25.88055
139,25.88055
140,45.4211325
141,53.44565
142,53.44565
143,53.44565
144,53.44565
145,53.44565
146,53.44565
147,53.44565
148,53.44565
149,53.44565
150,53.44565
151,53.44565
152,53.44565
153,53.44565
154,53.44565
155,53.44565
156,52.4502425
157,36.3093425
158,27.73353
159,21.59265
160,21.59265
161,21.59265
162,21.59265
163,21.59265
164,21.59265
165,21.59265
166,21.59265
167,28.3460975
168,44.4031166666666
169,44.56355
170,44.56355
171,44.56355
172,44.56355
173,44.56355
174,44.56355
175,44.56355
176,44.56355
177,44.56355
178,44.56355
179,44.56355
180,44.56355
181,44.56355
182,44.56355
183,44.56355
184,44.624805
185,51.1485425
186,51.60795
187,51.60795
188,51.653895
189,51.91425
190,51.91425
191,51.91425
192,51.91425
193,55.0898736842105
194,59.8775
195,59.8775
196,59.8775
197,59.8775
198,59.8775
199,59.8775
200,59.8775
201,59.8775
202,59.8775
203,59.8775
204,59.8775
205,59.8775
206,59.8775
207,59.8775
208,59.8775
209,59.8775
210,59.8775
211,59.8775
212,59.8775
213,59.8775
214,53.86475
215,44.2250184210526
216,44.25725
217,44.25725
218,44.25725
219,44.25725
220,47.19753
221,54.36445
222,54.36445
223,54.36445
224,54.36445
225,49.908105
226,25.8966763157895
227,23.12405
228,23.12405
229,23.12405
230,23.12405
231,21.0123342105263
232,12.71055
233,12.71055
234,33.61409
235,53.782555
236,52.8331
237,52.8331
238,52.8331
239,52.8331
240,52.8331
241,52.8331
242,52.8331
243,52.8331
244,52.281795
245,43.3231225
246,30.5553315789474
247,30.16845
248,30.16845
249,30.16845
250,30.16845
251,30.16845
252,30.16845
253,30.16845
254,30.16845
255,30.16845
256,30.16845
257,30.16845
258,30.16845
259,30.16845
260,30.16845
261,38.7748775
262,47.9487421052632
263,48.2389
264,48.2389
265,48.2389
266,48.2389
267,26.5898315789474
268,7.51994210526315
269,7.47321
270,8.1164
271,24.1960175
272,51.97549
273,53.7519
274,51.3629325
275,51.3017
276,51.3017
277,51.3017
278,51.3017
279,51.3017
280,51.3017
281,51.3017
282,51.3017
283,46.44717
284,37.21285
285,37.21285
286,37.21285
287,37.21285
288,37.21285
289,37.21285
290,37.21285
291,37.21285
292,37.21285
293,37.21285
294,39.9371210526316
295,46.8606325
296,45.1761
297,46.9065825
298,56.1562
299,56.8147
300,56.8147
