"media_open; media_play; media_end","2022/11/10 09:16:16:728; 2022/11/10 09:16:22:195; 2022/11/10 09:21:22:451"
"Multimedia File","v3.mp4"
"Lower Label","Negative Affect"
"Upper Label","Positive Affect"
"Minimum Value",-100
"Maximum Value",100
"Number of Steps",9
"Second","Rating"
"%%%%%%","%%%%%%"
1,0
2,0
3,48.3461075
4,53.44565
5,53.44565
6,51.7151575
7,50.07655
8,50.07655
9,50.07655
10,61.8602447368421
11,69.06585
12,69.06585
13,69.06585
14,69.06585
15,69.06585
16,69.06585
17,69.06585
18,69.0045925
19,70.3675325
20,85.2986
21,85.78868
22,85.9112
23,85.834625
24,85.2986
25,80.237719047619
26,78.86675
27,78.86675
28,78.86675
29,78.86675
30,78.86675
31,78.86675
32,78.86675
33,78.86675
34,78.86675
35,78.86675
36,78.86675
37,78.86675
38,78.86675
39,78.86675
40,78.86675
41,78.86675
42,77.9962763157895
43,63.00153
44,45.359875
45,33.12404
46,31.69985
47,31.69985
48,31.69985
49,31.69985
50,31.69985
51,31.69985
52,31.69985
53,31.69985
54,31.69985
55,31.69985
56,31.69985
57,31.69985
58,31.69985
59,31.69985
60,31.25574
61,30.4601404761905
62,19.6358694444445
63,10.8116375
64,8.72895
65,8.72895
66,8.72895
67,8.72895
68,8.72895
69,8.72895
70,8.72895
71,8.72895
72,8.72895
73,8.72895
74,8.72895
75,8.72895
76,8.72895
77,8.72895
78,8.72895
79,8.72895
80,1.1791775
81,-12.6960142857143
82,-12.7106
83,-10.5827552631579
84,-5.66615
85,0.888214999999998
86,31.2404125
87,30.781
88,30.781
89,30.781
90,30.781
91,30.7350575
92,26.401225
93,24.34915
94,24.34915
95,24.34915
96,24.34915
97,24.34915
98,24.34915
99,24.34915
100,24.34915
101,24.6860525
102,28.20827
103,30.4263631578947
104,31.39355
105,31.39355
106,31.39355
107,31.39355
108,31.39355
109,31.39355
110,31.39355
111,31.39355
112,31.39355
113,31.39355
114,31.39355
115,26.875945
116,6.60031249999999
117,4.410425
118,-25.4614342105263
119,-35.375195
120,-34.45635
121,-22.15926
122,-4.39268421052632
123,4.7473
124,4.7473
125,4.7473
126,-6.1868425
127,-58.7595825
128,-59.5873210526316
129,-60.18375
130,-60.18375
131,-66.094945
132,-67.2282
133,-67.9938825
134,-68.4533
135,-74.9464075
136,-51.715165
137,-41.0194714285714
138,-23.7527263157895
139,-17.1919105263158
140,-16.3859
141,-16.3859
142,-16.3859
143,-12.6339925
144,-10.5666
145,-10.5666
146,-10.5666
147,-10.5666
148,-27.5957125
149,-26.4931
150,-35.1495105263158
151,-39.9694
152,-39.9694
153,-39.9694
154,-39.9694
155,-39.862195
156,-35.528345
157,-34.76265
158,-34.76265
159,-34.76265
160,-34.76265
161,-34.76265
162,-34.76265
163,-34.76265
164,-28.5725947368421
165,-4.9923525
166,-3.5222
167,-3.5222
168,-3.5222
169,-3.5222
170,-3.5222
171,-3.5222
172,-3.5222
173,-3.5222
174,-3.94131842105263
175,-14.3185225
176,-14.8545
177,-14.8545
178,-14.8545
179,-14.8545
180,-8.1163925
181,-2.2971
182,2.5267975
183,12.8563976190476
184,13.3231
185,13.3231
186,13.3231
187,13.3231
188,13.3231
189,15.2252526315789
190,-5.40823947368421
191,-28.2542275
192,-28.3308
193,-28.3308
194,-35.8499325
195,-43.5157631578947
196,-44.56355
197,-44.56355
198,-44.56355
199,-44.56355
200,-44.56355
201,-44.56355
202,-44.56355
203,-44.56355
204,-40.7503775
205,-32.0222473684211
206,-15.7886875
207,-16.98318
208,-20.9655142857143
209,-20.9801
210,-19.8355842105263
211,9.57121250000001
212,11.1791761904762
213,23.6076368421053
214,28.3016285714286
215,28.3308
216,30.73265
217,33.5375
218,33.5375
219,33.5375
220,33.5375
221,33.5375
222,33.5375
223,33.5375
224,33.5375
225,33.5375
226,33.5375
227,33.5375
228,33.5375
229,33.5375
230,31.8836
231,29.2496
232,29.2496
233,29.2496
234,29.2496
235,34.04287
236,46.6002975
237,47.32005
238,47.32005
239,47.32005
240,47.32005
241,47.32005
242,47.32005
243,47.32005
244,47.32005
245,47.32005
246,47.3506775
247,58.3307875
248,14.762625
249,-25.4775684210526
250,-34.1501
251,-34.1501
252,-34.1501
253,-34.1501
254,-34.1654125
255,-38.9280275
256,-60.1072
257,-65.3905
258,-65.3905
259,-65.3905
260,-65.3905
261,-65.3905
262,-65.3905
263,-65.3905
264,-65.3905
265,-65.4196714285714
266,-50.7536236842105
267,-37.0444125
268,-31.0872921052632
269,-26.6921825
270,-26.4931
271,-26.4931
272,-26.4931
273,-26.4931
274,-26.4931
275,-7.411945
276,1.99079999999999
277,1.99079999999999
278,1.99079999999999
279,-2.04913571428572
280,-2.84514736842106
281,-3.2159
282,-3.2159
283,-15.650835
284,-60.2275357142857
285,-68.3082105263157
286,-68.147
287,-68.7596
288,-70.93417
289,-79.47935
290,-79.47935
291,-80.9815714285714
292,-99.1456394736842
293,-69.4688631578947
294,-67.84075
295,-67.8101225
296,-60.5053675
297,-46.82035
298,-10.137835
299,7.18223500000001
300,6.4471675
