"media_open; media_play; media_end","2022/11/01 12:10:37:148; 2022/11/01 12:10:45:416; 2022/11/01 12:15:45:498"
"Multimedia File","v1.mp4"
"Lower Label","Highly Disengaged"
"Upper Label","Highly Engaged"
"Minimum Value",-100
"Maximum Value",100
"Number of Steps",9
"Second","Rating"
"%%%%%%","%%%%%%"
1,0
2,0
3,0
4,0
5,12.1052631578947
6,22.6315789473684
7,30
8,30
9,30
10,30
11,30
12,30
13,30
14,30
15,30
16,30
17,30
18,30
19,30
20,30
21,30
22,30
23,30
24,30
25,30
26,30
27,30
28,30
29,30
30,30
31,30
32,30
33,30
34,30
35,30
36,30.7125
37,66.7606947368421
38,66.6156236842105
39,68.4533
40,68.4533
41,68.4533
42,68.4533
43,63.6173157894737
44,33.215925
45,23.7366
46,23.7366
47,22.5114789473684
48,20.2450375
49,15.4840666666667
50,15.46705
51,15.46705
52,19.6188472222222
53,25.4130789473684
54,26.7994
55,26.7994
56,26.7994
57,26.7994
58,26.7994
59,26.7994
60,26.7994
61,26.7994
62,26.7994
63,26.7994
64,26.7994
65,26.7994
66,26.7994
67,26.7994
68,26.7994
69,26.7994
70,26.7994
71,30.3135342105263
72,35.3752
73,35.3752
74,35.3752
75,35.3752
76,35.3752
77,35.3752
78,35.3752
79,39.5986236842105
80,41.1945
81,41.1945
82,41.1945
83,41.1945
84,41.1945
85,41.1945
86,41.1945
87,41.1945
88,41.1945
89,41.1945
90,41.1945
91,41.1945
92,41.1945
93,41.1945
94,41.1945
95,41.1945
96,41.1945
97,41.1945
98,41.1945
99,41.1945
100,41.1945
101,41.1945
102,41.1945
103,41.1945
104,41.1945
105,41.1945
106,41.1945
107,41.1945
108,41.1945
109,41.1945
110,41.1945
111,41.1945
112,41.1945
113,41.1945
114,41.1945
115,41.1945
116,41.1945
117,41.1945
118,41.1945
119,41.1945
120,41.1945
121,41.1945
122,41.1945
123,41.1945
124,29.7493315789474
125,18.4008973684211
126,17.9173
127,17.9173
128,17.9173
129,17.9173
130,17.9173
131,17.9173
132,17.9173
133,17.9173
134,17.9173
135,17.9173
136,17.9173
137,17.9173
138,17.9173
139,17.9173
140,17.9173
141,17.9173
142,17.9173
143,17.9173
144,17.9173
145,17.9173
146,17.9173
147,17.9173
148,17.9173
149,17.9173
150,17.9173
151,17.9173
152,17.9173
153,17.9173
154,17.9173
155,17.9173
156,17.9173
157,13.9679236842105
158,-4.4894052631579
159,-7.19755000000001
160,-8.56048
161,-9.3415
162,-9.3415
163,-9.97018157894736
164,-15.0479605263158
165,-13.3392684210526
166,-13.32315
167,-13.32315
168,-13.32315
169,-13.32315
170,-13.0007473684211
171,-10.8729
172,-10.8729
173,-10.8729
174,-10.8729
175,-10.8729
176,-10.8729
177,-9.22866315789474
178,0.797913157894738
179,1.07195
180,1.07195
181,1.07195
182,2.2809552631579
183,7.90683684210526
184,8.1164
185,8.1164
186,8.1164
187,8.1164
188,8.1164
189,8.1164
190,8.1164
191,8.1164
192,8.1164
193,8.1164
194,8.1164
195,8.1164
196,8.1164
197,8.1164
198,8.1164
199,8.1164
200,8.1164
201,8.1164
202,8.1164
203,8.1164
204,8.1164
205,8.1164
206,8.1164
207,8.1164
208,8.1164
209,8.1164
210,8.1164
211,8.1164
212,8.1164
213,8.1164
214,8.1164
215,8.1164
216,8.1164
217,8.1164
218,8.1164
219,8.1164
220,8.1164
221,8.1164
222,8.1164
223,8.1164
224,8.1164
225,8.1164
226,8.1164
227,8.22923947368421
228,12.8878868421053
229,15.1608
230,15.1608
231,15.1608
232,15.1608
233,15.1608
234,15.1608
235,15.1608
236,15.1608
237,15.1608
238,15.1608
239,12.8395263157895
240,10.8729
241,10.8729
242,10.8422725
243,8.35819210526316
244,5.90796052631579
245,2.2326
246,0.459400000000002
247,0.459400000000002
248,0.459400000000002
249,0.459400000000002
250,0.459400000000002
251,0.459400000000002
252,0.459400000000002
253,0.459400000000002
254,0.459400000000002
255,0.459400000000002
256,0.459400000000002
257,0.459400000000002
258,0.459400000000002
259,0.459400000000002
260,3.73176052631579
261,8.47101578947369
262,9.0352
263,9.0352
264,9.0352
265,9.0352
266,9.0352
267,9.0352
268,9.0352
269,9.0352
270,9.0352
271,9.0352
272,9.0352
273,8.72892368421053
274,5.11807631578948
275,5.0536
276,5.0536
277,5.0536
278,5.0536
279,5.0536
280,5.0536
281,5.0536
282,5.0536
283,5.0536
284,5.0536
285,5.0536
286,5.0536
287,5.0536
288,5.0536
289,5.0536
290,5.0536
291,5.0536
292,5.0536
293,5.0536
294,5.0536
295,5.0536
296,5.0536
297,5.0536
298,5.0536
299,5.0536
300,5.0536
