"media_open; media_play; media_end","2022/11/03 14:30:14:319; 2022/11/03 14:32:09:250; 2022/11/03 14:37:09:419"
"Multimedia File","v4.mp4"
"Lower Label","Highly Disengaged"
"Upper Label","Highly Engaged"
"Minimum Value",-100
"Maximum Value",100
"Number of Steps",9
"Second","Rating"
"%%%%%%","%%%%%%"
1,80
2,80
3,80
4,80
5,80
6,80
7,80
8,80
9,77.3684210526316
10,44.2105263157895
11,22.6315789473684
12,2.5
13,-10
14,-10
15,-10
16,-10
17,-17.3684210526316
18,-30
19,-30
20,-30
21,-7.89473684210526
22,10
23,10
24,10.5263157894737
25,39.4736842105263
26,50
27,50
28,50
29,50
30,50
31,50
32,50
33,50
34,50
35,37
36,8.42105263157895
37,0
38,0
39,18.4210526315789
40,27.3684210526316
41,-5.55555555555556
42,-10
43,-10
44,-8
45,8.94736842105263
46,10
47,10
48,10
49,10
50,10
51,10
52,10
53,10
54,10
55,10
56,10
57,10
58,10
59,10
60,10
61,10
62,10
63,10
64,10
65,10
66,10
67,10
68,10
69,10
70,10
71,10
72,10
73,10
74,10
75,10
76,21.0526315789474
77,50
78,50
79,50
80,50
81,33.6842105263158
82,3.68421052631579
83,0
84,-11.0526315789474
85,-23.1578947368421
86,-30
87,-30
88,-30
89,-30
90,-30
91,-30
92,-30
93,-19.4736842105263
94,14.2105263157895
95,20
96,20
97,20
98,20
99,20
100,20
101,26.5
102,30
103,30
104,30
105,30
106,30
107,0
108,-30
109,-30
110,-30
111,-30
112,-30
113,-30
114,-30
115,-30
116,-30
117,-17.3684210526316
118,0
119,20.5555555555556
120,40
121,40
122,40
123,48.5
124,50
125,50
126,50
127,50
128,50
129,50
130,50
131,50
132,50
133,50
134,50
135,50
136,50
137,50
138,50
139,50
140,50
141,50
142,50
143,50
144,50
145,50
146,50
147,50
148,50
149,50
150,50
151,40.5263157894737
152,22.6315789473684
153,10
154,2.5
155,0
156,0
157,0
158,0
159,0
160,0
161,0
162,0
163,0
164,6.84210526315789
165,20
166,20
167,30
168,30
169,53.6842105263158
170,80
171,70.6069105263158
172,22.38897
173,15.77335
174,15.77335
175,15.77335
176,-22.1407421052632
177,-80.367545
178,-87.1363
179,-87.1363
180,-87.1363
181,2.7105675
182,22.5115
183,22.5115
184,22.5115
185,22.5115
186,22.5115
187,22.5115
188,22.5115
189,22.5115
190,22.5115
191,22.5115
192,22.5115
193,22.5115
194,22.5115
195,22.5115
196,22.5115
197,22.5115
198,22.5115
199,22.5115
200,22.5115
201,22.5115
202,22.5115
203,22.5115
204,-20.8269525
205,-57.121
206,-7.64891578947368
207,49.8992684210527
208,52.8331
209,52.8331
210,52.8331
211,52.8331
212,52.8331
213,52.8331
214,52.8331
215,52.8331
216,47.0436263157895
217,9.6752052631579
218,2.8331
219,2.8331
220,10.7278368421053
221,51.7804684210527
222,62.3067842105264
223,25.4646789473684
224,-29.7984789473684
225,-57.1669
226,-57.1669
227,-57.1669
228,-57.1669
229,-57.1669
230,-57.1669
231,-57.1669
232,-57.1669
233,-57.1669
234,-53.4826894736842
235,-31.3774263157895
236,-27.1669
237,-27.6932157894737
238,-51.3774263157894
239,-57.1669
240,-57.1669
241,-57.1669
242,-57.1669
243,-55.5879526315789
244,-16.6405842105263
245,36.5173105263158
246,52.8331
247,52.8331
248,52.8331
249,52.8331
250,52.8331
251,52.8331
252,52.8331
253,52.8331
254,52.8331
255,52.8331
256,52.8331
257,52.8331
258,52.8331
259,52.8331
260,52.8331
261,52.8331
262,52.8331
263,42.3331
264,-2.43005789473684
265,-7.1669
266,-7.1669
267,-17.1669
268,-37.1669
269,-37.1669
270,-37.1669
271,-37.1669
272,-37.1669
273,-37.1669
274,-37.1669
275,-37.1669
276,-37.1669
277,-37.1669
278,-18.745847368421
279,30.2015210526316
280,42.8331
281,42.8331
282,42.8331
283,42.8331
284,42.8331
285,42.8331
286,22.8331
287,-15.5879526315789
288,-17.1669
289,-17.1669
290,-17.1669
291,-17.1669
292,-17.1669
293,-17.1669
294,-6.11426842105263
295,36.7219888888889
296,42.8331
297,42.8331
298,42.8331
299,42.8331
300,42.8331
